moyenne_R,moyenne_V,moyenne_B,std_R,std_V,std_B,pct_vert,pct_jaune,pct_sombre,pct_blanc,moyenne_H,moyenne_S,circularite,aire_relative,solidite,classe
2.465949434774392,1.614419630079414,1.9119269419353382,0.7029688215042122,0.7583882285367475,0.5350125033204897,-1.1421979670275524,-0.7144479319315211,-0.7448747482409938,0.4033949675224285,-1.4430453987862601,-0.8199757564097672,-0.21568961870418668,-1.6436945308629125,-0.4903398670657265,rejet
-1.148642760131373,-0.6090182440523907,-0.5220525299332917,-0.14235316668267822,-0.2874641595822821,0.5144627637227962,0.9325720135472845,-0.6978424081927164,0.48270368891862925,-0.18458372054900257,1.0842123198737554,0.3750686612365408,0.22249131793485358,-0.38788483143565283,-0.3969935533911565,export
-0.4598580139079718,0.042508316140910725,-0.4641534843714016,-0.3670233120412764,-0.3799220806590756,0.13284541225790802,1.020463245860285,0.3425902166725877,-0.4625319536266822,-0.18458372054900257,0.6401189535960051,0.6131695625723882,0.21342634009284536,-0.0872086364495279,-0.2723141904911702,export
-0.2537325178543813,-0.8900932456025686,-1.0755431043111165,4.03171203853944,3.2309509194324715,-0.6123054440864707,-1.1325922209361505,-0.07530720526942239,2.6232952462842616,-0.18458372054900257,-0.9243829613036619,0.11214674686857451,-0.41212846819094195,1.5881550950998327,0.6978631801604243,rejet
-0.13341700958705865,0.5084989914689733,0.8068761863819756,-0.49734362282569655,-0.39107904156739287,0.44416225475366033,1.0582887842661886,-0.08715212472264414,-0.6302288243953691,-0.18458372054900257,1.234834289814316,-0.9939825728913787,0.18327095686756087,-0.2190061538388145,-0.22419325461082754,export
0.2565577204379414,-0.4036898170016018,-0.3740894972823528,1.6525745643215644,1.24422580411699,0.6525782765487328,-1.143052618306253,0.09642137652851356,0.38267612991833283,-0.18249462099543162,-1.240374647620396,0.2398104274735348,0.908624734676682,-0.7931768788625412,1.106209805529624,rejet
0.7673950076736218,0.9801205360747571,0.6651768464204753,1.1434565284130476,1.5686192041304665,1.1947216452852392,0.6028316470439563,-0.08998927549825078,-0.44526633453322645,-0.18272121919852968,0.024526374611071954,-0.292105706196481,1.444633171778612,1.637400889312125,1.1609972270549391,export
1.0492668317067417,0.48487271060271925,2.0786405073234757,0.2687164154392024,0.6835799056204983,1.6736777350751946,-1.1483895647704165,-1.5914489690142963,-0.38164999162941005,0.19002156329178443,-1.6953162933155248,-2.090993942054012,-1.2425006440282584,2.3322951200794435,0.13638121407771958,rejet
-0.3182838970607264,0.1230619528422398,-0.2901745582426849,-0.10020744704551872,-0.14757705651330472,0.5145264828892889,0.98310444539795,0.39389002228075437,-0.35268961896793627,-0.09474154626875472,0.5868968443359487,0.4132201482283963,0.09416555756422326,0.1157310163605821,-0.3124150049304223,export
-1.2661984477921846,-1.2694967164906468,-0.9219972389459966,0.2082006345374131,0.6492343179357618,-0.3566277449568805,-0.2078060518634676,-0.6338858230973953,1.3774187411670256,-0.18458372054900257,-0.05573808637924348,0.5122324990532288,1.0710643899664851,-0.6159926925314321,1.2131255448838392,rejet
1.6579685416594678,0.6118843553124789,0.8281452034587217,0.598079954180196,0.4340004577127168,0.0346402309446296,-1.148473733936408,0.5900881619565078,-0.6223590950207689,-0.18458372054900257,-1.5038912081232931,-0.15497885458258634,-0.6630477908132122,0.7270667956194803,0.5345500419214895,rejet
0.5957164917421262,0.5821890557449166,-0.6972247682463937,0.4296810480739665,0.6582397963465434,-0.6682901943800628,-0.18301188149000017,1.7426729046276384,-0.21663830867590467,-0.18458372054900257,0.11040534094084248,1.2411026268150338,0.390869587255121,0.8207764244697873,0.2897792652289733,rejet
0.8241732811211254,1.0979191493608222,0.5928297362726483,2.015334707969179,2.5484901614339845,2.1664095388154334,0.49069507654766764,-0.22554214847123927,-0.17501855393353657,0.47124067832933014,0.07883496036381657,-0.02034740402666055,0.3707260367187237,1.1937692712634007,0.9490323112809066,export
